id_producto,clave,no_parte,nombre,modelo,id_marca,id_categoria,id_subcategoria
1024,NBKCYP480,PR5000LCDRTXL5U,No Break,PR5000LCDRTXL5U,46,127,809
1025,NBKCYP490,CP1500PFCLCD,No-Break,CP1500PFCLCD,46,127,809
1026,NBKCYP500,CP1350PFCLCD,No-Break,CP1350PFCLCD,46,127,809
1027,NBKCYP510,CP1000PFCLCD,No-Break,CP1000PFCLCD,46,127,809
1028,NBKCYP520,CP850PFCLCD,No-Break,CP850PFCLCD,46,127,809
1029,NBKCYP610,OL3000RTXL2U,No-Break,OL3000RTXL2U,46,127,809
1030,NBKCYP630,OL1500RTXL2U,No-Break,OL1500RTXL2U,46,127,809
1031,NBKCYP640,OL1000RTXL2U,No-Break,OL1000RTXL2U,46,127,809
1032,NBKCYP650,PR750LCD,No-Break,PR750LCD,46,127,809
1033,NBKCYP660,PR1000LCD,No-Break,PR1000LCD,46,127,809
1034,NBKCYP670,PR1500LCD,No-Break,PR1500LCD,46,127,809
1035,NBKCYP700,CP750LCD,No-Break,CP750LCD,46,127,809
1036,NBKCYP710,CP350SLG,No-Break,CP350SLG,46,127,809
1037,NBKDTS130,UT6000,UPS On-line,UT6000,51,127,809
1038,NBKDTS180,UT10000,UPS On-line,UT10000,51,127,809
1039,NBKDTS270,UT1500RM,No-Break,UT1500RM,51,127,809
1040,NBKDTS290,UT3000 RM,No-Break,UT3000,51,127,809
1041,NBKDTS360,DS400,No-Break,DS400,51,127,809
1042,NBKDTS390,DS-600,No-Break,DS-600,51,127,809
1043,NBKKBZ090,7011-USB/R,No-Break,7011-USB/R,92,127,809
1044,NBKKBZ130,00-4196-2,No-Break,20012-USB/R,92,127,809
1045,NBKKBZ170,00-4231-7,No-Break,30015 OL USB/R,92,127,809
1046,NBKKBZ200,00-4206-9,No-Break,7016-USB,92,127,809
1047,NBKSBA020,XRN-21-481,No-Break,MICROSR 480,244,127,809
1048,NBKSBA030,XRN-21-801,No-Break,MICROSR INET 800 VA,244,127,809
1049,NBKSBA035,XR-21-202/M.SR2000VA,No-Break,MICROSR 2000,244,127,809
1050,NBKSBA040,XRN-21-301,No-Break,MICROSR INET 300 VA,244,127,809
1051,NBKSBA050,XR-21-102,No-Break,MICROSR 1000 VA,244,127,809
1052,NBKSBA060,XR-21-162,No-Break,MICROSR 1600 VA,244,127,809
1053,NBKSBA070,XRN-21-401,No-Break,MICROSR INET 400 VA,244,127,809
1054,NBKSBA090,LCD 38 38 PC,No-Break,LCD 38 38 PC,244,127,809
1055,NBKSBA100,NBKS-600,No-Break,NBKS-600,244,127,809
1056,NBKSBA110,NBKS-1000,No-Break,NBKS-1000,244,127,809
1057,NBKSBA120,SRS-21-801,No-Break,SRS-21-801,244,127,809
1058,NBKTRL020,OMNISMART500,No-Break,OMNISMART500,164,127,809
1059,NBKTRL040,OMNISMART1050,No-Break,OMNISMART1050,164,127,809
1060,NBKTRL060,SMART550USB,No-Break,SMART550USB,164,127,809
1061,NBKTRL070,SMART750USB,No-Break,SMART750USB,164,127,809
1062,NBKTRL080,OMNIVS800,No-Break,OMNIVS800,164,127,809
1063,NBKTRL090,OMNIVS1000,No-Break,OMNIVS1000,164,127,809
1064,NBKTRL100,OMNIVS1500XL,No-Break,OMNIVS1500XL,164,127,809
1065,NBKTRL110,INTERNET350U,No-Break,INTERNET350U,164,127,809
1066,NBKTRL130,INTERNET750U,No-Break,INTERNET750U,164,127,809
1067,NBKTRL160,SMART3000NET,No-Break,SMART3000NET,164,127,809
1068,NBKTRL190,INTERNET550U,No-Break,INTERNET550U,164,127,809
1069,NBKTRL200,SMART2200NET,No-Break,SMART2200NET,164,127,809
1070,NBKTRL210,SMART2200RMXL2U,No-Break,SMART2200RMXL2U,164,127,809
1071,NBKTRL220,SU3000RTXL3U,No-Break,SU3000RTXL3U,164,127,809
1072,NBKTRL230,SMART1500XL,No-Break,SMART1500XL,164,127,809
1073,NBKTRL240,SU1000XLA,No-Break,SU1000XLA,164,127,809
1074,NBKTRL250,Smart1500LCD,No-Break,Smart1500LCD,164,127,809
1075,NBKTRL260,SMART1000RM2U,No-Break,SMART1000RM2U,164,127,809
1076,NBKTRL270,SU2200RTXL2UA,No-Break,SU2200RTXL2UA,164,127,809
1077,NBKTRL280,SMART5000RT3U,No-Break,SMART5000RT3U,164,127,809
1078,NBKTRL290,SMART3000RM2U,No-Break,SMART3000RM2U,164,127,809
1079,NBKTRL310,SU1500RTXL2UA,No-Break,SU1500RTXL2UA,164,127,809
1080,NBKTRL320,SU1000RTXL2UA,No-Break,SU1000RTXL2UA,164,127,809
1081,NBKTRL330,SMART3000VS,No-Break,SMART3000VS,164,127,809
1082,NBKTRL340,SU6000RT4U,No-Break,SU6000RT4U,164,127,809
1083,NBKTRL350,Smart500RT1U,No-Break,Smart500RT1U,164,127,809
1084,NBKTRL360,OMNIVS1500,No-Break,OMNIVS1500,164,127,809
1085,NBKTRL390,Smart750SLT,No-Break,Smart750SLT,164,127,809
1086,NBKTRL400,Smart1050SLT,No-Break,Smart1050SLT,164,127,809
1087,NBKTRL410,Smart1500,No-Break,Smart1500,164,127,809
1088,NBKTRL420,Smart1500SLT,No-Break,Smart1500SLT,164,127,809
1089,NBKTRL430,Smart2200VS,No-Break,Smart2200VS,164,127,809
1090,NBKTRL440,Smart750RMXL2U,No-Break,Smart750RMXL2U,164,127,809
1091,NBKTRL480,SU2200XLA,No-Break,SU2200XLA,164,127,809
1092,NBKTRL490,SU3000XL,No-Break,SU3000XL,164,127,809
1093,NBKTRL540,SU6000RT4UTFHW,No-Break,SU6000RT4UTFHW,164,127,809
1094,NBKTRL550,SU10KRT3U,No-Break,SU10KRT3U,164,127,809
1095,NBKTRL570,SU6000RT4UTF,No-Break,SU6000RT4UTF,164,127,809
1096,NBKTRL580,AVR900U,No-Break,AVR900U,164,127,809
1097,NBKTRL590,INTERNET600U,No-Break,INTERNET600U,164,127,809
1098,NBKTRL600,INTERNET900U,No-Break,INTERNET900U,164,127,809
1099,NBKTRL610,OMNISMART1400,No-Break,OMNISMART1400,164,127,809
1100,NBKTRL620,OMNI650LCD,No-Break,OMNI650LCD,164,127,809
1101,NBKTRL640,ECO350UPS,No-Break,ECO350UPS,164,127,809
1102,NBKTRL650,Smart750XLA,No-Break,Smart750XLA,164,127,809
1103,NBKTRL670,SMART1200LCD,No-Break,SMART1200LCD,164,127,809
1104,NBKTRL690,SMART5000TEL3U,No-Break,SMART5000TEL3U,164,127,809
1105,NBKTRL700,SMART3000SLT,No-Break,SMART3000SLT,164,127,809
1106,NBKTRL710,SMART5000XFMRXL,No-Break,SMART5000XFMRXL,164,127,809
1107,NBKTRL720,SU10KRT3UHV,No-Break,SU10KRT3UHV,164,127,809
1108,NBKTRL730,SU10000RT3U,No-Break,SU10000RT3U,164,127,809
1109,NBKTRL740,SU16000RT4U,No-Break,SU16000RT4U,164,127,809
1110,NBKTRL840,ECO550UPS,No-Break,ECO550UPS,164,127,809
1111,NBKTRL850,ECO750UPS,No-Break,ECO750UPS,164,127,809
1112,NBKTRL920,SMART1000LCD,No-Break,SMART1000LCD,164,127,809
1113,NBKVIC100,Up team 3000,No-Break,Up team 3000,168,127,809
1114,NBKVIC110,S1200,No-Break,S1200,168,127,809
1115,NBKVIC140,S2200,No-Break,S2200,168,127,809
1116,NBKVIC150,S1600,No-Break,S1600,168,127,809
1117,NBKVIC160,S900,No-Break,S900,168,127,809
1118,NBKVIC180,B-flow,No-Break,B-flow,168,127,809
1119,NBKVIC200,S650,No-Break,S650,168,127,809
1120,PANSCR010,MSC-178,Pantalla de ProyecciÛn,MSC-178,474,625,116
1121,PANSCR020,MSC-213,Pantalla de ProyecciÛn,MSC-213,474,625,116
1122,PANSCR030,MST-178,Pantalla de ProyecciÛn,MST-178,474,625,116
1123,PANSCR030,MST-178,Pantalla de ProyecciÛn,MST-178,474,625,116
1124,PAPCNN010,3115B001AA,Papel Fotogr·fico,KP-108IN,32,5,117
1125,PAPEPS100,S041141,Papel Fotogr·fico,GLOSSY PHOTO,62,5,117
1126,PAPEPS1020,S041395,Papel Fotogr·fico,S041395,62,5,117
1127,PAPEPS1110,SP91204,Papel Fotogr·fico,-,62,5,117
1128,PAPEPS120,S041257,Papel Fotogr·fico,S041257,62,5,117
1129,PAPEPS1340,S041385,Papel Fotogr·fico,S041385,62,5,117
1130,PAPEPS1510,S041290,Papel Fotogr·fico,S041290,62,5,117
1131,PAPEPS180,S041331,Papel Fotogr·fico,S041331,62,5,117
1132,PAPEPS200,S041405,Papel Fotogr·fico,S041405,62,5,117
1133,PAPEPS270,S041727,Papel Fotogr·fico,S041727,62,5,117
1134,PAPEPS340,S041111,Papel Fotogr·fico,S041111,62,5,117
1135,PAPEPS360,S041062,Papel Fotogr·fico,S041062,62,5,117
1136,PAPEPS720,S041597,Papel Fotogr·fico,S041597,62,5,117
1137,PAPEPS750,S041295,Papel Fotogr·fico,S041295,62,5,117
1138,PAPEPS760,S041221,Papel Fotogr·fico,S041221,62,5,117
1139,PAPEPS870,S041639,Papel Fotogr·fico,S041639,62,5,117
1140,PAPEPS880,S041640,Papel Fotogr·fico,S041640,62,5,117
1141,PAPEPS930,S042080,Papel Fotogr·fico,S042080,62,5,117
1142,PAPEPS950,S042082,Papel Fotogr·fico,S042082,62,5,117
1143,PAPPCM030,DS00113000B,Papel para ImpresiÛn,DS00113000B,124,5,117
1144,PAPPCM050,DS00121500B,Papel para ImpresiÛn,DS00121500B,124,5,117
1145,PAPPCM110,DS00223000B,Papel para ImpresiÛn,DS00223000B,124,5,117
1146,PAPPCM120,DS00232000B,Papel para ImpresiÛn,DS00232000B,124,5,117
1147,PAPPCM210,DS00621500P,Papel para ImpresiÛn,DS00621500P,124,5,117
1148,PAPPCM230,DS00631000P,Papel para ImpresiÛn,DS00631000P,124,5,117
1149,PAPPCM280,DS0064750B,Papel para ImpresiÛn,DS0064750B,124,5,117
1150,PRNTPL010,TL-PS110U,Print Server,TL-PS110U,161,630,1018
1151,PRNTPL040,TL-PS310U,Print Server,TL-PS310U,161,630,1018
1152,PRNTPL060,TL-PS110P,Print Server,TL-PS110P,161,630,1018
1153,PROLMP010,CREMA LIMPIADORA,Crema Limpiadora,CREMA LIMPIADORA,130,627,772
1154,PROLMP020,LOCION LIMPIADORA,LociÛn limpiadora,LOCION LIMPIADORA,130,627,772
1155,PROLMP030,FROTH-EXPRESS,Espuma antiest·tica,FROTH-EXPRESS,130,627,772
1156,PROLMP050,367004  ,Aire Comprimido,AIR-EXPRESS,130,627,772
1157,PROLMP060,LECTROEXPRESS,Limpiador Antiest·tico,LECTRO-EXPRESS,130,627,772
1158,PROLMP070,LECTRO-EXPRESS,Limpiador Antiest·tico,LECTRO-EXPRESS,130,627,772
1159,PROLMP080,TOALLAS HUMEDAS ANTIESTATICAS,Toallas Antiest·ticas,TOALLAS HUMEDAS ANTIESTATICAS,130,627,772
1160,PROLMP100,LUBRI-EXPRESS,Limpiador y Lubricante,LUBRI-EXPRESS,130,627,772
1161,PROLMP110,COMPACT-EXPRESS,Limpiador,COMPACT-EXPRESS,130,627,772
1162,PROLMP120,TOWEL-EXPRESS,Toallas,TOWEL-EXPRESS,130,627,772
1163,PROLMP130,DRY CLOTH-EXPRESS,Toallas Antiest·ticas,DRY CLOTH-EXPRESS,130,627,772
1164,PROLMP150,-,Alcohol IsopropÌlico,ALCOHOL ISOPROPILICO,130,627,772
1165,PROLMP230,DESPACHADOR TIPO EXHIBIDOR,Exhibidor,DESPACHADOR TIPO EXHIBIDOR,130,627,772
1166,RCKACC035,560283,Panel de Parcheo,560283,85,796,699
1167,RCKACC065,168458,Organizador Horizontal,168458,85,796,699
1168,RCKACC070,502344,Plugs de Red,502344,85,630,705
1169,RCKACC1000,162470,Patch Panel,-,85,677,683
1170,RCKACC1005,320627,Cable de Red,320627,85,677,683
1171,RCKACC1015,340380,Cable de Red,-,85,677,683
1172,RCKACC1120,334129,Cable de Red,334129,85,677,683
1173,RCKACC1200,362344,Bobina,362344,85,677,552
1174,RCKACC1210,362320,Bobina,362320,85,677,552
1175,RCKACC1220,163293,Tapa - Faceplate,163293,85,677,696
1176,RCKACC1230,163286,Tapa - Faceplate,163286,85,677,696
1177,RCKACC1250,318983,Cable de Red,318983,85,677,683
1178,RCKACC1260,318938,Cable de Red,318938,85,677,683
1179,RCKACC1270,319775,Cable de Red,319775,85,677,683
1180,RCKACC1280,342599,Cable de Red,342599,85,677,683
1181,RCKACC1330,207102,Barra de Contactos,207102,85,796,699
1182,RCKACC1390,517874,Caja de Pared,517874,85,677,696
1183,RCKACC1410,169950,Organizador Horizontal,169950,85,796,699
1184,RCKACC1430,790055,Plugs de Red,790055,85,630,705
1185,RCKACC1440,210546,Keystone Jack,210546,85,677,696
1186,RCKACC1450,210355,Keystone Jack,210355,85,677,696
1187,RCKACC1510,210591,Keystone Jack,210591,85,677,696
1188,RCKACC1520,210720,Keystone Jack,210720,85,677,696
1189,RCKACC1530,210614,Keystone Jack,210614,85,677,696
1190,RCKACC1550,210843,Keystone Jack,210843,85,677,696
1191,RCKACC165,351898,Probador de Cables,351898,85,677,794
1192,RCKACC180,325899,Bobina,325899,85,677,552
1193,RCKACC200,333078,Bobina,333078,85,677,552
1194,RCKACC210,334136,Bobina,334136,85,677,552
1195,RCKACC480,515566,Probador de Cables,515566,85,677,794
1196,RCKACC500,318921,Cable de Red,318921,85,677,683
1197,RCKACC505,210737,Jack,210737,85,677,696
1198,RCKACC510,318976,Cable de Red,318976,85,677,683
1199,RCKACC520,340373,Cable de Red,340373,85,677,683
1200,RCKACC525,210416,Jack,210416,85,677,696
1201,RCKACC530,334112,Cable de Red,334112,85,677,683
1202,RCKACC550,513555,Panel de Parcheo,513555,85,796,699
1203,RCKACC560,520959,Panel de Parcheo,520959,85,796,699
1204,RCKACC600,163316,Tapa - Faceplate,163316,85,677,696
1205,RCKACC620,319768,Cable de Red,319768,85,677,683
1206,RCKACC635,210478,Jack,210478,85,677,696
1207,RCKACC870,167628,Mini Rack,429-AAUX,85,796,615
1208,RCKACC990,319973,Cable de Red,319973,85,677,683
1209,RCKNSY010,NORTH005-BKL,Rack,NORTH005-BKL,114,796,80
1210,REGBIT010,SBAVR1350,Regulador,SBAVR1350,144,127,810
1211,REGBIT030,SBAVR2200,Regulador,SBAVR2200,144,127,810
1212,REGCOM140,ERV-5-019,Regulador,RH1500,38,127,810
1213,REGCOM190,ERV-5-015,Regulador,R 3200va,38,127,810
1214,REGDTS070,RAD2000,Regulador,RAD2000,51,127,810
1215,REGKBZ070,00-1560-2,Regulador,ER-2550,92,127,810
1216,REGNSY010,NORTH612-BKT,Barra Multicontacto,NORTH612-BKT,114,642,762
1217,REGNSY020,NORTH600-BKT,Barra Multicontacto,NORTH600-BKT,114,642,762
1218,REGSBA010,DN-21-102,Regulador,MICROVOLT 1000 VA,244,127,810
1219,REGSBA020,DN-21-122,Regulador,MICROVOLT 1200 VA,244,127,810
1220,REGSBA030,DN-21-202,Regulador,MICROVOLT 2000 VA,244,127,810
1221,REGSBA040,PC-300,Regulador,PC-300,244,127,810
1222,REGSBA050,PC-1000,Regulador,PC 1000,244,127,810
1223,REGSBA060,63-13-220,Regulador,CVH 2000 VA,244,127,810
1224,REGSBA070,15-81-120-4000,Regulador,4000 VA,244,127,810
1225,REGSBA080,15-81-120-8000,Regulador,8000 VA,244,127,810
1226,REGSBA090,63-13-250,Regulador,CVH 5000 VA,244,127,810
1227,REGSBA100,63-13-230,Regulador,CVH 3000 VA,244,127,810
1228,REGSBA110,DN-21-132,Regulador,MICROVOLT 1300 VA,244,127,810
1229,REGSBA120,PC 150,Regulador,PC 150,244,127,810
1230,REGSBA130,PC-500,Regulador,PC-500,244,127,810
1231,REGSBA170,63-13-215,Regulador,CVH 1500 VA,244,127,810
1232,REGSBA220,63-13-260,Regulador,CVH 6000 VA,244,127,810
1233,REGSBA230,63-13-280,Regulador,CVH 8000 VA,244,127,810
1234,REGSBA240,63-13-310,Regulador,CVH 10000 VA,244,127,810
1235,REGSBA260,CVR-1000 EE,Regulador,CVR-1000 EE,244,127,810
1236,REGSBA270,CVR-2500 EE,Regulador,CVR-2500 EE,244,127,810
1237,REGSBA290,63-13-165,Regulador,CVH 750 VA,244,127,810
1238,REGSBA300,63-13-225,Regulador,CVH 2500 VA,244,127,810
1239,REGSBA330,SLIMVOLT,Regulador,SLIMVOLT,244,127,810
1240,REGSBA340,XL-13-250,Regulador,XELLENCE 5000,244,127,810
1241,REGSBA370,XL-13-230,Regulador,XELLENCE,244,127,810
1242,REGSBA380,XL-22-250,Regulador,XELLENCE,244,127,810
1243,REGTRL010,LS606M,Regulador,LS606M,164,127,810
1244,REGTRL020,LS1006M,Regulador,LS1006M,164,127,810
1245,REGTRL030,LC1200,Regulador,LC1200,164,127,810
1246,REGTRL040,LCR2400,Regulador,LCR2400,164,127,810
1247,REGTRL050,TLP604TEL,Supresor de Picos,TLP604TEL,164,642,763
1248,REGTRL060,SUPER6TEL,Supresor de Picos,SUPER6TEL,164,642,763
1249,REGTRL070,TLP810NET,Supresor de Picos,TLP810NET,164,642,763
1250,REGTRL100,ISOTEL4ULTRA,Supresor de Picos,ISOTEL4ULTRA,164,642,763
1251,REGTRL110,ISOBAR12ULTRA,Supresor de Picos,LITE IBAR12,164,642,763
1252,REGTRL120,TLP604,Supresor de Picos,TLP604,164,642,763
1253,REGTRL130,STRIKER,Supresor de Picos,STRIKER,164,642,763
1254,REGTRL140,DTEL2,Supresor de Picos,DTEL2,164,642,763
1255,REGTRL150,DNET1,Supresor de Picos,DNET1,164,642,763
1256,REGTRL160,PS3612,Barra Multicontacto,PS3612,164,642,762
1257,REGTRL170,PS4816,Barra Multicontacto,PS4816,164,642,762
1258,REGTRL180,PDU1215,Barra Multicontacto,PDU1215,164,642,762
1259,REGTRL190,PDU1220,Barra Multicontacto,PDU1220,164,642,762
1260,REGTRL200,TRAVELER,Supresor de Picos,TRAVELER,164,642,763
1261,REGTRL220,PDUMH15,Barra Multicontacto,PDUMH15,164,640,752
1262,REGTRL230,PDUMH20ATNET,Barra Multicontacto,PDUMH20ATNET,164,640,752
1263,REGTRL240,VR1208R,Regulador,VR1208R,164,127,810
1264,REGVIC060,V2500,Regulador,V2500,168,127,810
1265,REGVIC070,T-02,Regulador,T-02,168,127,810
1266,RIBEVL020,R2011,Cinta,R2011,64,5,55
1267,RIBEVL040,R2212,Cinta,R2212,64,5,55
1268,RIBEVL060,R2213,Cinta,R2213,64,5,55
1269,RIBEVL080,R2214,Cinta,R2214,64,5,55
1270,RIBEVL100,R2215,Cinta,R2215,64,5,55
1271,RIBEVL110,R2015,Cinta,R2015,64,5,55
1272,RIBEVL140,R2217,Cinta,R2217,64,5,55
1273,RIBEVL180,R2219,Cera,R2219,64,5,55
1274,RIBEVL190,R2019,Cera,R2019,64,5,55
1275,RIBEVL210,R3011,Cinta,R3011,64,5,55
1276,RIBEVL215,R4002,Cinta,R4002,64,5,55
1277,RIBEVL250,R3314,Cinta,R3314,64,5,55
1278,RIBEVL280,A5011,Kit de Limpieza,A5011,64,627,772
1279,RIBEVL290,A5002,Kit de Limpieza,A5002,64,627,772
1280,RIBEVL320,A5230,Mochila,A5230,64,617,1024
1281,RIBEVL330,S2304,Kit de Limpieza,S2304,64,627,772
1282,RIBEVL340,S3304,Kit de Limpieza,S3304,64,627,772
"1283,RIBEVL350,""S5304R, S5304L, S5304G"",Kit Adicional de Alimentador de Tarjetas,""S5304R, S5304L"",64,635,58"
1284,RIBEVL370,S2101,Cabezal,S2101,64,5,42
1285,RIBEVL380,R3411,Cinta,R3411,64,5,55
1286,RIBEVL410,RCT012NAA,Cinta,RCT012NAA,64,5,55
1287,RIBEVL420,RCT013NAA,Cinta,RCT013NAA,64,5,55
1288,RIBEVL430,RCT014NAA,Cinta,RCT014NAA,64,5,55
1289,RIBEVL440,RCT015NAA,Cinta,RCT015NAA,64,5,55
1290,RIBEVL450,RCT016NAA,Cinta,RCT016NAA,64,5,55
1291,RIBEVL460,RCT017NAA,Cinta,RCT017NAA,64,5,55
1292,RIBEVL480,RVA022NAA,Cinta,RVA022NAA,64,5,55
1293,RIBEVL500,S6101,Cabezal,S6101,64,5,42
1294,RIBEVL510,S3101,Cabezal,S3101,64,5,42
1295,RIBEVL520,S4101,Cabezal,S4101,64,5,42
1296,RIBEVL530,S9101,Cabezal,S9101,64,5,42
1297,RIBEVL540,S5101,Cabezal,S5101,64,5,42
1298,RIBZBR010,800015-440,Cinta,800015-440,176,635,58
1299,RIBZBR130,800015-140,Cinta,800015-140,176,635,58
1300,RIBZBR330,800015-448,Cinta,800015-448,176,635,58
1301,RIBZBR410,800014-945,Cinta,800014-945,176,635,58
1302,RIBZBR620,800015-915,Cinta,800015-915,176,635,58
1303,ROUTPL120,TL-R480T+,Router Balanceador de Cargas ,TL-R480T+,161,886,910
1304,ROUTPL180,TL-R470T+,Router Balanceador de Cargas,TL-R470T+,161,886,910
1305,ROUTPL220,TL-ER5120,Router Balanceador de Cargas,TL-ER5120,161,886,910
1306,ROUTPL230,TL-ER6120,Router VPN ,TL-ER6120,161,886,910
1307,ROUTPL240,TL-MR3020,Router ,TL-MR3020,161,629,132
1308,ROUTPL340,TL-R600VPN,Router VPN,TL-R600VPN,161,886,910
1309,SCACNN250,5482B002AA,Esc·ner,DR-M140,32,9,66
1310,SCACNN270,3801B002,Esc·ner,DR-6010C,32,9,66
1311,SCACNN280,4624B002AC,Esc·ner,DR-6030C,32,9,66
1312,SCAXRX060,4441,Esc·ner,DOCUMATE 4440,175,9,66
1313,SCAXRX180,XDM32205M-WU,Esc·ner,Documate 3220,175,9,66
1314,SCAXRX190,XDM31255M-WU,Esc·ner,Documate 3125,175,9,66
1315,SLXLMP020,COMPUKLIN,Spray limpiador,COMPUKLIN,141,627,772
1316,SLXLMP030,SILIMPO,Espuma limpiadora,SILIMPO,141,627,772
1317,SLXLMP040,COMPUSTAT,Limpiador Antiest·tico,COMPUSTAT,141,627,772
1318,SLXLMP090,SILITEK,Grasa Disipadora,SILITEK,141,627,772
1319,SLXLMP110,GELTECH,Gel limpiador,GELTECH,141,627,772
1320,SLXLMP120,COMPUCARE LOCION ,Compucare,COMPUCARE LOCION ,141,627,772
1321,SLXLMP130,COMPUTOALLAS,Toallas H˙medas,COMPUTOALLAS,141,1061,1087
1322,SLXLMP150,Silijet-E-Plus,Silijet,Silijet E Plus,141,627,772
1323,SLXLMP170,Silub AV,Lubricante de SilicÛn,Silub AV,141,627,772
1324,SLXLMP180,Silijet E7,Silijet,Silijet E7,141,627,772
1325,SLXLMP200,Alcohol Isoprop,Alcohol IsopropÌlico,ALCOHOL ISO,141,627,772
1326,SLXLMP230,INJECTOR KLIN,Limpiador de Cabezales,INJECTOR KLIN,141,627,772
1327,SLXLMP240,AEROJET 360,Aire Comprimido,AEROJET 360,141,627,772
1328,SLXLMP250,TOALLITASECA,Toalla electrost·tica,Toallita Seca,141,627,772
1329,SLXLMP270,Kit LCD Cleaner,Kit LCD Cleaner,Kit LCD Cleaner,141,627,772
1330,SLXLMP300,On-Off Cleaner Pack,Kit Limpiador,On-Off Cleaner Pack,141,627,772
1331,SOFAPL1110,SCB1,Software Aspel Suite,PAQUETE COI-SAE-BANCO,18,860,861
1332,SOFAPL1480,FACTE/400,Timbres ElectrÛnicos,-,18,860,864
1333,SOFAPL2600,CSNB1,Software Aspel Suite,PAQUETE COI-SAE-NOI-BANCO,18,860,861
1334,SOFAPL2610,CNB1,Software Aspel Suite,PAQUETE COI-NOI-BANCO,18,860,861
1335,SOFAPL2630,CSN1,Software Aspel Suite,PAQUETE COI-SAE-NOI,18,860,862
1336,SOFCPC1090,-,Usuario Adicional Punto de Venta,-,236,860,907
1337,SOFCPC1120,-,Usuario Adicional ADMINPAQ,-,236,860,907
1338,SOFCPC1130,Contabilidad,ActualizaciÛn Usuario Adicional Contabilidad,-,566,860,862
1339,SOFCPC1150,-,ActualizaciÛn Usuario Adicional Bancos ¬†,-,236,860,861
1340,SOFCPC1170,-,ActualizaciÛn Usuario Adicional AdminPAQ,-,236,860,907
1341,SOFCPC1230,-,ActualizaciÛn AdminPAQ,-,236,860,907
1342,SOFCPC1250,-,ActualizaciÛn Usuario Adicional AdminPAQ,-,236,860,907
1343,SOFCPC1260,-,ActualizaciÛn AdminPAQ,-,236,860,907
1344,SOFCPC1290,-,Software,-,566,860,862
1345,SOFCPC1300,-,Software,-,566,860,862
1346,SOFCPC1310,Contabilidad,Software,-,566,860,862
1347,SOFCPC1330,,Usuario Adicional Nominas,-,236,860,863
1348,SOFCPC1350,Contabilidad,ActualizaciÛn CONTPAQi NÛminas,-,236,860,863
1349,SOFCPC1360,Nominas,ActualizaciÛn Usuario Adicional Nominas,-,236,860,863
1350,SOFCPC1370,NÛminas ,ActualizaciÛn CONTPAQi NÛminas,-,236,860,863
1351,SOFCPC1380,-,ActualizaciÛn CONTPAQi Bancos,-,236,860,861
1352,SOFCPC1390,-,ActualizaciÛn Usuario Adicional Bancos,-,236,860,861
1353,SOFCPC1400,-,ActualizaciÛn CONTPAQi Bancos,-,236,860,861
1354,SOFCPC1490,AdminPAQ,ActualizaciÛn Factura ElectrÛnica,-,236,860,862
1355,SOFCPC1590,-,ActualizaciÛn Usuario Adicional Factura elect,-,236,860,862
1356,SOFCPC1640,Punto de venta,Administrativo,-,236,860,907
1357,SOFCPC1650,Punto de venta,ActualizaciÛn Usuario Adicional Punto de Vent,-,236,860,907
1358,SOFCPC1660,Punto de venta,ActualizaciÛn Punto de Venta,-,236,860,907
1359,SOFCPC1690,-,ActualizaciÛn Factura ElectrÛnica,-,236,860,862
1360,SOFCPC2260,-,Software Punto de Venta,-,236,860,907
1361,SOFCPC3170,act. Fact. Electronica,ActualizaciÛn Usuario adicional Fact. ElectrÛ,-,236,860,862
1362,SOFEST280,TMESET-021,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1363,SOFEST290,TMESET-041,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1364,SOFEST310,TMESET-021,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1365,SOFEST320,TMESET-041,Antivirus,ESET Endpoint Nod32 Antivirus,187,847,908
1366,SOFEST340,TMESET-021,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1367,SOFEST350,TMESET-041,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1368,SOFEST370,TMESET-021,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1369,SOFEST380,TMESET-041,Antivirus,Endpoint Nod32 Antivirus,187,847,908
1370,SOFEST560,TMESET-020,Antivirus,File Security,187,847,908
1371,SOFEST590,File Security,Antivirus,File Security,187,847,908
1372,SOFING130,IngHrwNtgHamster2,Lector de Huella,IngHrwNtgHamster2,83,633,721
1373,SOFING310,88003-B01-103,Lector de Huella,DP4500,446,633,721
1374,SOFING330,IngHrwNtgHamster,Lector de Huella,IngHrwNtgHamster,83,633,721
1375,SOFING720,IngHrwVirdiUSB,Lector de Huella,IngHrwVirdiUSB,83,633,721
1376,SOFZBR030,13831-002,Dise√±o de CÛdigo de Barras,ZebraDesigner Pro v2,176,728,140
1377,SUPAPC010,P6GC,Supresor de Picos,P6GC,15,642,763
1378,SWTDLK2800,DES-1016A,Switch,DES-1016A,47,629,143
1379,SWTITL050,520409,Switch,520409,85,629,143
1380,SWTITL110,522595,Switch,-,85,629,143
1381,SWTITL140,523301,Switch,-,85,629,143
1382,SWTTND020,S108,Switch,S108,156,629,143
1383,SWTTND060,SG108,Switch,SG108,156,629,143
1384,SWTTPL010,TL-SF1005D,Switch,TL-SF1005D,161,629,143
1385,SWTTPL020,TL-SF1008D,Switch,TL-SF1008D,161,629,143
